1|xhamster.com|1|Added from Query Log
1|chrome.cloudflare-dns.com|1|pi-circle-privacy-shield
1|mozilla.cloudflare-dns.com|1|pi-circle-privacy-shield
1|cloudflare-dns.com|1|pi-circle-privacy-shield
1|dns.cloudflare.com|1|pi-circle-privacy-shield
1|one.one.one.one|1|pi-circle-privacy-shield
1|1dot1dot1dot1.cloudflare-dns.com|1|pi-circle-privacy-shield
1|dns.google|1|pi-circle-privacy-shield
1|dns.google.com|1|pi-circle-privacy-shield
1|dns64.dns.google|1|pi-circle-privacy-shield
1|dns.quad9.net|1|pi-circle-privacy-shield
1|dns9.quad9.net|1|pi-circle-privacy-shield
1|dns10.quad9.net|1|pi-circle-privacy-shield
1|dns11.quad9.net|1|pi-circle-privacy-shield
1|doh.opendns.com|1|pi-circle-privacy-shield
1|doh.familyshield.opendns.com|1|pi-circle-privacy-shield
1|doh.sandbox.google|1|pi-circle-privacy-shield
1|dns.nextdns.io|1|pi-circle-privacy-shield
1|dns.adguard.com|1|pi-circle-privacy-shield
1|dns-family.adguard.com|1|pi-circle-privacy-shield
1|dns-unfiltered.adguard.com|1|pi-circle-privacy-shield
1|doh.dns.sb|1|pi-circle-privacy-shield
1|doh.pub|1|pi-circle-privacy-shield
1|dns.alidns.com|1|pi-circle-privacy-shield
1|doh.cleanbrowsing.org|1|pi-circle-privacy-shield
1|family-filter-dns.cleanbrowsing.org|1|pi-circle-privacy-shield
1|security-filter-dns.cleanbrowsing.org|1|pi-circle-privacy-shield
1|mask.icloud.com|1|pi-circle-privacy-shield
1|mask-h2.icloud.com|1|pi-circle-privacy-shield
1|use-application-dns.net|1|pi-circle-privacy-shield
1|dooh.default.prod.fastly.net|1|pi-circle-privacy-shield
1|app-measurement.com|1|pi-circle-privacy-shield
1|www.app-measurement.com|1|pi-circle-privacy-shield
1|region1.app-measurement.com|1|pi-circle-privacy-shield
1|firebaselogging-pa.googleapis.com|1|pi-circle-privacy-shield
1|firebaselogging.googleapis.com|1|pi-circle-privacy-shield
1|crashlyticsreports-pa.googleapis.com|1|pi-circle-privacy-shield
1|e.crashlytics.com|1|pi-circle-privacy-shield
1|reports.crashlytics.com|1|pi-circle-privacy-shield
1|settings.crashlytics.com|1|pi-circle-privacy-shield
1|firebase-settings.crashlytics.com|1|pi-circle-privacy-shield
1|ssl.google-analytics.com|1|pi-circle-privacy-shield
1|www.google-analytics.com|1|pi-circle-privacy-shield
1|analytics.google.com|1|pi-circle-privacy-shield
1|advertise.bingads.microsoft.com|1|pi-circle-privacy-shield
1|bat.bing.com|1|pi-circle-privacy-shield
1|adservice.google.com|1|pi-circle-privacy-shield
1|pagead2.googlesyndication.com|1|pi-circle-privacy-shield
1|googleadservices.com|1|pi-circle-privacy-shield
1|www.googleadservices.com|1|pi-circle-privacy-shield
1|doubleclick.net|1|pi-circle-privacy-shield
1|ad.doubleclick.net|1|pi-circle-privacy-shield
1|googleads.g.doubleclick.net|1|pi-circle-privacy-shield
1|stats.g.doubleclick.net|1|pi-circle-privacy-shield
1|securepubads.g.doubleclick.net|1|pi-circle-privacy-shield
1|pixel.facebook.com|1|pi-circle-privacy-shield
1|an.facebook.com|1|pi-circle-privacy-shield
1|adjust.com|1|pi-circle-privacy-shield
1|app.adjust.com|1|pi-circle-privacy-shield
1|appsflyer.com|1|pi-circle-privacy-shield
1|launches.appsflyer.com|1|pi-circle-privacy-shield
1|conversions.appsflyer.com|1|pi-circle-privacy-shield
1|api2.branch.io|1|pi-circle-privacy-shield
1|api.branch.io|1|pi-circle-privacy-shield
1|cdn.branch.io|1|pi-circle-privacy-shield
1|api.amplitude.com|1|pi-circle-privacy-shield
1|api2.amplitude.com|1|pi-circle-privacy-shield
1|api.mixpanel.com|1|pi-circle-privacy-shield
1|decide.mixpanel.com|1|pi-circle-privacy-shield
1|api.segment.io|1|pi-circle-privacy-shield
1|cdn.segment.com|1|pi-circle-privacy-shield
1|ingest.sentry.io|1|pi-circle-privacy-shield
1|browser.sentry-cdn.com|1|pi-circle-privacy-shield
1|api.bugsnag.com|1|pi-circle-privacy-shield
1|sessions.bugsnag.com|1|pi-circle-privacy-shield
1|notify.bugsnag.com|1|pi-circle-privacy-shield
1|api.telemetry.mozilla.org|1|pi-circle-privacy-shield
1|incoming.telemetry.mozilla.org|1|pi-circle-privacy-shield
1|telemetry.microsoft.com|1|pi-circle-privacy-shield
1|vortex.data.microsoft.com|1|pi-circle-privacy-shield

1|mobile.pipe.aria.microsoft.com|1|pi-circle-privacy-shield
1|self.events.data.microsoft.com|1|pi-circle-privacy-shield
3|(^|\.)app-measurement\.com$|1|pi-circle-privacy-shield
3|(^|\.)google-analytics\.com$|1|pi-circle-privacy-shield
3|(^|\.)googletagmanager\.com$|1|pi-circle-privacy-shield
3|(^|\.)googlesyndication\.com$|1|pi-circle-privacy-shield
3|(^|\.)doubleclick\.net$|1|pi-circle-privacy-shield
3|(^|\.)crashlytics\.com$|1|pi-circle-privacy-shield
3|(^|\.)scorecardresearch\.com$|1|pi-circle-privacy-shield
3|(^|\.)hotjar\.com$|1|pi-circle-privacy-shield
3|(^|\.)fullstory\.com$|1|pi-circle-privacy-shield
3|(^|\.)appsflyer\.com$|1|pi-circle-privacy-shield
3|(^|\.)adjust\.com$|1|pi-circle-privacy-shield
3|(^|\.)branch\.io$|1|pi-circle-privacy-shield
3|(^|\.)amplitude\.com$|1|pi-circle-privacy-shield
3|(^|\.)mixpanel\.com$|1|pi-circle-privacy-shield
3|(^|\.)bugsnag\.com$|1|pi-circle-privacy-shield
3|^chrome\.cloudflare-dns\.com$|1|pi-circle-privacy-shield
3|(^|\.)cloudflare-dns\.com$|1|pi-circle-privacy-shield
3|^dns\.google$|1|pi-circle-privacy-shield
3|^dns\.google\.com$|1|pi-circle-privacy-shield
3|(^|\.)quad9\.net$|1|pi-circle-privacy-shield
3|(^|\.)nextdns\.io$|1|pi-circle-privacy-shield
